store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,color,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,size,offer1,sell_on_site_url,sell_on_site_label,price,special_price,weight,msrp,status,is_recurring,visibility,tax_class_id,sell_on_other,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,simple,51,pend12,0,Fast And Furious Vin Diesel Inspired Cross Shaped Silver 18K White Gold Plated Austrian Crystal Elegant Trendy Style Beautiful Pendant�,Fast And Furious Vin Diesel Inspired Cross Shaped Silver 18K White Gold Plated Austrian Crystal Elegant Trendy Style Beautiful Pendant�,Pink,Fast And Furious Vin Diesel Inspired Cross Shaped Silver 18K White Gold Plated Austrian Crystal Elegant Trendy Style Beautiful Pendant�,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2frjDhY,By Amazon,924,235,0.1,,Enabled,No,"Catalog, Search",None,Yes,Fast And Furious Vin Diesel Inspired Cross Shaped Silver 18K White Gold Plated Austrian Crystal Elegant Trendy Style Beautiful Pendant�,Pendant Set,Fast And Furious Vin Diesel Inspired Cross Shaped Silver 18K White Gold Plated Austrian Crystal Elegant Trendy Style Beautiful Pendant�,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Fast And Furious Vin Diesel Inspired Cross Shaped Silver 18K White Gold Plated Austrian Crystal Elegant Trendy Style Beautiful Pendant�,0,simple,,
admin,base,Default,simple,51,pend13,0,YouBella Jewellery Gold Plated Combo Of 2 Mangalsutra Necklace Set For Women,YouBella Jewellery Gold Plated Combo Of 2 Mangalsutra Necklace Set For Women,Maroon,YouBella Jewellery Gold Plated Combo Of 2 Mangalsutra Necklace Set For Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eeMQ1X,By Amazon,999,249,0.1,,Enabled,No,"Catalog, Search",None,Yes,YouBella Jewellery Gold Plated Combo Of 2 Mangalsutra Necklace Set For Women,Pendant Set,YouBella Jewellery Gold Plated Combo Of 2 Mangalsutra Necklace Set For Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,YouBella Jewellery Gold Plated Combo Of 2 Mangalsutra Necklace Set For Women,0,simple,,
admin,base,Default,simple,51,pend14,0,Accessorisingg Harry Potter Golden Snitch With Wings Pendant For Girls,Accessorisingg Harry Potter Golden Snitch With Wings Pendant For Girls,Red,Accessorisingg Harry Potter Golden Snitch With Wings Pendant For Girls,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fSRjb8,By Amazon,1520,299,0.1,,Enabled,No,"Catalog, Search",None,Yes,Accessorisingg Harry Potter Golden Snitch With Wings Pendant For Girls,Pendant Set,Accessorisingg Harry Potter Golden Snitch With Wings Pendant For Girls,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Accessorisingg Harry Potter Golden Snitch With Wings Pendant For Girls,0,simple,,
admin,base,Default,simple,51,pend15,0,Yellow Chimes Swarovski Elements Queen of Versailles Enamel Crystal Pendant for Women and Girls,Yellow Chimes Swarovski Elements Queen of Versailles Enamel Crystal Pendant for Women and Girls,Maroon,Yellow Chimes Swarovski Elements Queen of Versailles Enamel Crystal Pendant for Women and Girls,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fSYTm4,By Amazon,2280,1125,0.1,,Enabled,No,"Catalog, Search",None,Yes,Yellow Chimes Swarovski Elements Queen of Versailles Enamel Crystal Pendant for Women and Girls,Pendant Set,Yellow Chimes Swarovski Elements Queen of Versailles Enamel Crystal Pendant for Women and Girls,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Yellow Chimes Swarovski Elements Queen of Versailles Enamel Crystal Pendant for Women and Girls,0,simple,,
admin,base,Default,simple,51,pend16,0,Sapphire Blue Heart Of The Ocean Titanic Necklace Pendant with Chain Austrian Crystal 18K White Gold Plated Romantic Love Party Wear Jewellery for Women,Sapphire Blue Heart Of The Ocean Titanic Necklace Pendant with Chain Austrian Crystal 18K White Gold Plated Romantic Love Party Wear Jewellery for Women,Red,Sapphire Blue Heart Of The Ocean Titanic Necklace Pendant with Chain Austrian Crystal 18K White Gold Plated Romantic Love Party Wear Jewellery for Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eExF0I,By Amazon,1230,354,0.1,,Enabled,No,"Catalog, Search",None,Yes,Sapphire Blue Heart Of The Ocean Titanic Necklace Pendant with Chain Austrian Crystal 18K White Gold Plated Romantic Love Party Wear Jewellery for Women,Pendant Set,Sapphire Blue Heart Of The Ocean Titanic Necklace Pendant with Chain Austrian Crystal 18K White Gold Plated Romantic Love Party Wear Jewellery for Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Sapphire Blue Heart Of The Ocean Titanic Necklace Pendant with Chain Austrian Crystal 18K White Gold Plated Romantic Love Party Wear Jewellery for Women,0,simple,,
admin,base,Default,simple,51,pend17,0,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl,Black,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fv3Mzj,By Amazon,663,192,0.1,,Enabled,No,"Catalog, Search",None,Yes,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl,Pendant Set,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl,0,simple,,
admin,base,Default,simple,51,pend18,0,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl�,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl�,Pink,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl�,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2f8YJWA,By Amazon,663,192,0.1,,Enabled,No,"Catalog, Search",None,Yes,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl�,Pendant Set,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl�,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Vina Jewels Valentine One love Heart Shape Gold and Rhodium plated Pendant For girl�,0,simple,,
admin,base,Default,simple,51,pend19,0,Meenaz Pendant With Chain Silver Plated For Girls And women�,Meenaz Pendant With Chain Silver Plated For Girls And women�,Pink,Meenaz Pendant With Chain Silver Plated For Girls And women�,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2frmFTj,By Amazon,999,665,0.1,,Enabled,No,"Catalog, Search",None,Yes,Meenaz Pendant With Chain Silver Plated For Girls And women�,Pendant Set,Meenaz Pendant With Chain Silver Plated For Girls And women�,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Meenaz Pendant With Chain Silver Plated For Girls And women�,0,simple,,
admin,base,Default,simple,51,pend20,0,Double Heart Shape Combo Ring & Pendant,Double Heart Shape Combo Ring & Pendant,Maroon,Double Heart Shape Combo Ring & Pendant,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fv7N6B,By Amazon,1098,149,0.1,,Enabled,No,"Catalog, Search",None,Yes,Double Heart Shape Combo Ring & Pendant,Pendant Set,Double Heart Shape Combo Ring & Pendant,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Double Heart Shape Combo Ring & Pendant,0,simple,,
admin,base,Default,simple,51,pend21,0,Embracing Hearts-in-Love 18K Rose Gold Plated Austrian Crystal Pendant Necklace Gifts For Girls,Embracing Hearts-in-Love 18K Rose Gold Plated Austrian Crystal Pendant Necklace Gifts For Girls,Red,Embracing Hearts-in-Love 18K Rose Gold Plated Austrian Crystal Pendant Necklace Gifts For Girls,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fSXufw,By Amazon,1495,299,0.1,,Enabled,No,"Catalog, Search",None,Yes,Embracing Hearts-in-Love 18K Rose Gold Plated Austrian Crystal Pendant Necklace Gifts For Girls,Pendant Set,Embracing Hearts-in-Love 18K Rose Gold Plated Austrian Crystal Pendant Necklace Gifts For Girls,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Embracing Hearts-in-Love 18K Rose Gold Plated Austrian Crystal Pendant Necklace Gifts For Girls,0,simple,,
admin,base,Default,simple,51,pend22,0,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,Maroon,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2f913gd,By Amazon,598,179,0.1,,Enabled,No,"Catalog, Search",None,Yes,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,Pendant Set,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,0,simple,,
admin,base,Default,simple,51,pend23,0,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,Red,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eNNosd,By Amazon,598,179,0.1,,Enabled,No,"Catalog, Search",None,Yes,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,Pendant Set,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Mother's Heart Gold and Rhodium Plated Mom Pendant for Women,0,simple,,
admin,base,Default,simple,51,pend24,0,Eterno Classic Platinum & Blue Swarovski Crystal Swan Pendant With Chain For Women,Eterno Classic Platinum & Blue Swarovski Crystal Swan Pendant With Chain For Women,Black,Eterno Classic Platinum & Blue Swarovski Crystal Swan Pendant With Chain For Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2frltzm,By Amazon,999,295,0.1,,Enabled,No,"Catalog, Search",None,Yes,Eterno Classic Platinum & Blue Swarovski Crystal Swan Pendant With Chain For Women,Pendant Set,Eterno Classic Platinum & Blue Swarovski Crystal Swan Pendant With Chain For Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Eterno Classic Platinum & Blue Swarovski Crystal Swan Pendant With Chain For Women,0,simple,,
admin,base,Default,simple,51,pend25,0,Gold and Rhodium plated The Jai Hanuman Pendant for Men & Women,Gold and Rhodium plated The Jai Hanuman Pendant for Men & Women,Pink,Gold and Rhodium plated The Jai Hanuman Pendant for Men & Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fribvL,By Amazon,538,161,0.1,,Enabled,No,"Catalog, Search",None,Yes,Gold and Rhodium plated The Jai Hanuman Pendant for Men & Women,Pendant Set,Gold and Rhodium plated The Jai Hanuman Pendant for Men & Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Gold and Rhodium plated The Jai Hanuman Pendant for Men & Women,0,simple,,
admin,base,Default,simple,51,pend26,0,Mangal Murti Gold And Rhodium Plated Pendant For Women,Mangal Murti Gold And Rhodium Plated Pendant For Women,Maroon,Mangal Murti Gold And Rhodium Plated Pendant For Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fSXWKP,By Amazon,830,178,0.1,,Enabled,No,"Catalog, Search",None,Yes,Mangal Murti Gold And Rhodium Plated Pendant For Women,Pendant Set,Mangal Murti Gold And Rhodium Plated Pendant For Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Mangal Murti Gold And Rhodium Plated Pendant For Women,0,simple,,
admin,base,Default,simple,51,pend27,0,Mahi Gold Plated Vighna Ganesh ji Pendant with CZ for Women�,Mahi Gold Plated Vighna Ganesh ji Pendant with CZ for Women�,Red,Mahi Gold Plated Vighna Ganesh ji Pendant with CZ for Women�,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eEx9ja,By Amazon,299,149,0.1,,Enabled,No,"Catalog, Search",None,Yes,Mahi Gold Plated Vighna Ganesh ji Pendant with CZ for Women�,Pendant Set,Mahi Gold Plated Vighna Ganesh ji Pendant with CZ for Women�,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Mahi Gold Plated Vighna Ganesh ji Pendant with CZ for Women�,0,simple,,
admin,base,Default,simple,51,pend28,0,YouBella Jewellery CZ Designer Peacock Pendant Neckalce Set with Chain and Earrings for Girls and Women,YouBella Jewellery CZ Designer Peacock Pendant Neckalce Set with Chain and Earrings for Girls and Women,Maroon,YouBella Jewellery CZ Designer Peacock Pendant Neckalce Set with Chain and Earrings for Girls and Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fT2Uak,By Amazon,2499,499,0.1,,Enabled,No,"Catalog, Search",None,Yes,YouBella Jewellery CZ Designer Peacock Pendant Neckalce Set with Chain and Earrings for Girls and Women,Pendant Set,YouBella Jewellery CZ Designer Peacock Pendant Neckalce Set with Chain and Earrings for Girls and Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,YouBella Jewellery CZ Designer Peacock Pendant Neckalce Set with Chain and Earrings for Girls and Women,0,simple,,
admin,base,Default,simple,51,pend29,0,18K Gold Plated Hallmarked Heart Photo Locket Pendant for Women,18K Gold Plated Hallmarked Heart Photo Locket Pendant for Women,Red,18K Gold Plated Hallmarked Heart Photo Locket Pendant for Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2f8XkPI,By Amazon,1238,499,0.1,,Enabled,No,"Catalog, Search",None,Yes,18K Gold Plated Hallmarked Heart Photo Locket Pendant for Women,Pendant Set,18K Gold Plated Hallmarked Heart Photo Locket Pendant for Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,18K Gold Plated Hallmarked Heart Photo Locket Pendant for Women,0,simple,,
admin,base,Default,simple,51,pend30,0,Accessorisingg Harry Potter Inspired Gold Time Turner Pendant with Blue Sand,Accessorisingg Harry Potter Inspired Gold Time Turner Pendant with Blue Sand,Black,Accessorisingg Harry Potter Inspired Gold Time Turner Pendant with Blue Sand,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eeJeNC,By Amazon,999,399,0.1,,Enabled,No,"Catalog, Search",None,Yes,Accessorisingg Harry Potter Inspired Gold Time Turner Pendant with Blue Sand,Pendant Set,Accessorisingg Harry Potter Inspired Gold Time Turner Pendant with Blue Sand,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Accessorisingg Harry Potter Inspired Gold Time Turner Pendant with Blue Sand,0,simple,,
admin,base,Default,simple,51,pend31,0,Gold And Rhodium Plated Lord Hanuman Pendant For Women,Gold And Rhodium Plated Lord Hanuman Pendant For Women,Pink,Gold And Rhodium Plated Lord Hanuman Pendant For Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eEyKWk,By Amazon,830,178,0.1,,Enabled,No,"Catalog, Search",None,Yes,Gold And Rhodium Plated Lord Hanuman Pendant For Women,Pendant Set,Gold And Rhodium Plated Lord Hanuman Pendant For Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Gold And Rhodium Plated Lord Hanuman Pendant For Women,0,simple,,
admin,base,Default,simple,51,pend32,0,18k White Gold Plated Stylish Crystal Necklace Pendant Gift For Girls Women,18k White Gold Plated Stylish Crystal Necklace Pendant Gift For Girls Women,Maroon,18k White Gold Plated Stylish Crystal Necklace Pendant Gift For Girls Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fv5EI2,By Amazon,1162,299,0.1,,Enabled,No,"Catalog, Search",None,Yes,18k White Gold Plated Stylish Crystal Necklace Pendant Gift For Girls Women,Pendant Set,18k White Gold Plated Stylish Crystal Necklace Pendant Gift For Girls Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,18k White Gold Plated Stylish Crystal Necklace Pendant Gift For Girls Women,0,simple,,
admin,base,Default,simple,51,pend33,0,Yellow Chimes Swarovski Elements Blue Butterfly Elegant Designer Pendant for Women,Yellow Chimes Swarovski Elements Blue Butterfly Elegant Designer Pendant for Women,Red,Yellow Chimes Swarovski Elements Blue Butterfly Elegant Designer Pendant for Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2f92HyB,By Amazon,5426,1175,0.1,,Enabled,No,"Catalog, Search",None,Yes,Yellow Chimes Swarovski Elements Blue Butterfly Elegant Designer Pendant for Women,Pendant Set,Yellow Chimes Swarovski Elements Blue Butterfly Elegant Designer Pendant for Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Yellow Chimes Swarovski Elements Blue Butterfly Elegant Designer Pendant for Women,0,simple,,
admin,base,Default,simple,51,pend34,0,Silver Plated Solitaire Pendant With Chain For Girls And women,Silver Plated Solitaire Pendant With Chain For Girls And women,Maroon,Silver Plated Solitaire Pendant With Chain For Girls And women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fuYO5y,By Amazon,550,179,0.1,,Enabled,No,"Catalog, Search",None,Yes,Silver Plated Solitaire Pendant With Chain For Girls And women,Pendant Set,Silver Plated Solitaire Pendant With Chain For Girls And women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Silver Plated Solitaire Pendant With Chain For Girls And women,0,simple,,
admin,base,Default,simple,51,pend35,0,Diaries Elenas Vervain Necklace for Girls�,Diaries Elenas Vervain Necklace for Girls�,Red,Diaries Elenas Vervain Necklace for Girls�,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eEAGy5,By Amazon,1200,399,0.1,,Enabled,No,"Catalog, Search",None,Yes,Diaries Elenas Vervain Necklace for Girls�,Pendant Set,Diaries Elenas Vervain Necklace for Girls�,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Diaries Elenas Vervain Necklace for Girls�,0,simple,,
admin,base,Default,simple,51,pend36,0,The Fast & The Furious Cross Pendant Necklace with Chain,The Fast & The Furious Cross Pendant Necklace with Chain,Black,The Fast & The Furious Cross Pendant Necklace with Chain,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2f8Z23x,By Amazon,530,249,0.1,,Enabled,No,"Catalog, Search",None,Yes,The Fast & The Furious Cross Pendant Necklace with Chain,Pendant Set,The Fast & The Furious Cross Pendant Necklace with Chain,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,The Fast & The Furious Cross Pendant Necklace with Chain,0,simple,,
admin,base,Default,simple,51,pend37,0,18K White Gold Plated Austrian Crystal Fortune Hearts Pendant for Women,18K White Gold Plated Austrian Crystal Fortune Hearts Pendant for Women,Pink,18K White Gold Plated Austrian Crystal Fortune Hearts Pendant for Women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2fT1ZXa,By Amazon,1350,299,0.1,,Enabled,No,"Catalog, Search",None,Yes,18K White Gold Plated Austrian Crystal Fortune Hearts Pendant for Women,Pendant Set,18K White Gold Plated Austrian Crystal Fortune Hearts Pendant for Women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,18K White Gold Plated Austrian Crystal Fortune Hearts Pendant for Women,0,simple,,
admin,base,Default,simple,51,pend38,0,Solitaire Pendant With Chain Silver Plated For Girls And women,Solitaire Pendant With Chain Silver Plated For Girls And women,Maroon,Solitaire Pendant With Chain Silver Plated For Girls And women,/grey.jpg,/grey.jpg,/grey.jpg,,,,,No layout updates,Block after Info Column,,,,,Use config,Use config,No,Free Size,,http://amzn.to/2eNKqDW,By Amazon,665,179,0.1,,Enabled,No,"Catalog, Search",None,Yes,Solitaire Pendant With Chain Silver Plated For Girls And women,Pendant Set,Solitaire Pendant With Chain Silver Plated For Girls And women,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,,,Solitaire Pendant With Chain Silver Plated For Girls And women,0,simple,,
